"","RUID","salary_base","experiential1","popType","gender","ethnicity","post_grad_status","Student.Profile..GPA"
"240",147005176,42000,"Yes","Humanities & Social Sciences","Female","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.93
"241",65003481,52000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",NA
"242",20000689,37500,"Yes","Humanities & Social Sciences","Female","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",NA
"243",72006089,100000,"Yes","Humanities & Social Sciences","Female","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",NA
"244",134004609,NA,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",2.81
"245",113006091,55000,"No","Humanities & Social Sciences","Female","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",4
"246",126001928,20000,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.8
"247",140003701,NA,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",2.66
"248",125006745,115000,"Yes","Humanities & Social Sciences","Male","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",4
"249",139003411,NA,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",3.14
"250",140005722,43000,"Yes","Humanities & Social Sciences","Female","Puerto Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.1
"251",139001570,NA,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",3.75
"252",139001896,36000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.85
"253",137009646,50000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.13
"254",153003206,NA,"Yes","Humanities & Social Sciences","Male","Hispanic Non-Puerto-Rican","Seeking employment",3.01
"255",139001430,45000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.09
"256",127000728,NA,"Yes","Humanities & Social Sciences","Male","Asian or Pacific Islander","Seeking employment",2.18
"257",148002976,39000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.19
"258",140009190,30000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.9
"259",24006524,60000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.67
"260",138007964,40000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.09
"261",23007024,62000,"No","Humanities & Social Sciences","Male","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.31
"262",134009525,40000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.39
"263",137002306,55000,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.98
"264",150001044,35000,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.74
"265",137009286,NA,"No","Humanities & Social Sciences","Male","More than one race, excluding Hispanic or Latino","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.53
"266",140000313,NA,"Yes","Humanities & Social Sciences","Female","More than one race, excluding Hispanic or Latino","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.26
"267",137009679,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",4
"268",148002751,40000,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.4
"269",139003482,65000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.68
"270",142008772,35000,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.38
"271",121008658,60000,"Yes","Humanities & Social Sciences","Female","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.35
"272",148002675,60000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.45
"273",140003771,55000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.71
"274",140006864,50000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.12
"275",156000144,44000,"Yes","Humanities & Social Sciences","Female","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.66
"276",134001586,45000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.84
"277",139006323,45000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.23
"278",149008042,41600,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.96
"279",139001280,65000,"No","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.78
"280",142009578,37000,"No","Humanities & Social Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.51
"281",139009618,34800,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.82
"282",140002988,NA,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",NA
"283",134006828,NA,"Yes","Humanities & Social Sciences","Female","Black Non-Hispanic","Seeking employment",3.06
"284",138000516,30000,"Yes","Humanities & Social Sciences","Female","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.25
"285",139006990,NA,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",2.44
"286",148004096,30000,"No","Humanities & Social Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.32
"287",138002475,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",2.99
"288",138003465,30000,"No","Humanities & Social Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.2
"289",134007675,25000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.35
"290",139009102,20000,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.06
"291",138007468,20000,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.49
"292",140003427,NA,"Yes","Humanities & Social Sciences","Female","Black Non-Hispanic","Seeking employment",3.24
"293",142003602,2500,"No","Humanities & Social Sciences","Female","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.23
"294",139007040,32000,"Yes","Humanities & Social Sciences","Female","More than one race, excluding Hispanic or Latino","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.88
"295",138006510,NA,"Yes","Humanities & Social Sciences","Female","More than one race, excluding Hispanic or Latino","Seeking employment",2.99
"296",127007418,26000,"Yes","Humanities & Social Sciences","Male","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.25
"297",137009839,NA,"No","Humanities & Social Sciences","Female","Hispanic Non-Puerto-Rican","Seeking employment",3.23
"298",141007028,25000,"No","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.96
"299",137006011,NA,"No","Humanities & Social Sciences","Female","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.88
"300",138004533,55000,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.55
"301",89006101,80000,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.81
"302",140001060,60000,"Yes","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",4
"303",58002771,52000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.42
"304",133007871,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",2.62
"305",132001893,53000,"Yes","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.9
"306",140006080,45000,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.36
"307",134001145,42000,"Yes","Humanities & Social Sciences","Male","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.12
"308",148006008,NA,"No","Humanities & Social Sciences","Female","More than one race, excluding Hispanic or Latino","Seeking employment",3.28
"309",138002244,40000,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.86
"310",137009715,39000,"Yes","Humanities & Social Sciences","Male","More than one race, excluding Hispanic or Latino","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.07
"311",134003655,40000,"Yes","Humanities & Social Sciences","Unknown","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.85
"312",145007090,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.54
"313",138005369,40000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.95
"314",148006646,NA,"No","Humanities & Social Sciences","Female","Unknown","Seeking employment",3.59
"315",121005787,40000,"Yes","Humanities & Social Sciences","Male","Puerto Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.43
"316",135006615,NA,"No","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",2.3
"317",140003519,35000,"Yes","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.61
"318",133009081,35000,"Yes","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.5
"319",140004247,30000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.28
"320",144002180,30000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.34
"321",148002903,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3.82
"322",139007617,28800,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.09
"323",133008644,20800,"No","Humanities & Social Sciences","Male","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.61
"324",149009678,20000,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.4
"325",140007879,6000,"Yes","Humanities & Social Sciences","Female","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.67
"326",134004069,30000,"No","Humanities & Social Sciences","Female","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",4
"327",138003978,3840,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.95
"328",149007675,32000,"No","Humanities & Social Sciences","Female","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.11
"329",139009853,24960,"No","Humanities & Social Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.14
"330",140008382,38000,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.37
"331",139005052,8100,"Yes","Humanities & Social Sciences","Female","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.08
"332",138008262,22000,"No","Humanities & Social Sciences","Female","Puerto Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.72
"333",137003321,20000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.76
"334",140002962,NA,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",2.96
"335",140004641,55000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.17
"336",128009542,57000,"Yes","Humanities & Social Sciences","Female","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.91
"337",125006587,52500,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.8
"338",147009265,52000,"Yes","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.49
"339",140000969,28000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.52
"340",115007546,54800,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.03
"341",141000547,47000,"Yes","Humanities & Social Sciences","Female","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.14
"342",138007822,34000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.68
"343",132008919,NA,"Yes","Humanities & Social Sciences","Female","No Response","Seeking employment",3.86
"344",138002004,30000,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.88
"345",139006599,30000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.46
"346",138006151,45000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.4
"347",138008196,60000,"Yes","Humanities & Social Sciences","Female","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.72
"348",138009829,42000,"Yes","Humanities & Social Sciences","Male","Puerto Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.13
"349",105001489,60000,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.07
"350",148004981,58000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.09
"351",138007380,55000,"No","Humanities & Social Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.72
"352",134002165,47000,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.94
"353",124009284,45000,"Yes","Humanities & Social Sciences","Male","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.9
"354",106004540,45000,"No","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.01
"355",140004589,42000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",NA
"356",140008521,40000,"Yes","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.94
"357",139001462,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3.17
"358",138000517,30000,"No","Humanities & Social Sciences","Female","More than one race, excluding Hispanic or Latino","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.11
"359",132008643,30000,"No","Humanities & Social Sciences","Female","Native Hawaiian or Other Pacific Islander, Non Asian","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.12
"360",120007292,28680,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.24
"361",154002623,30000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",4
"362",132007569,50000,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.85
"363",139009801,200001,"No","Humanities & Social Sciences","Female","Unknown","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.2
"364",134001061,20000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.4
"365",149003959,NA,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",3.91
"366",140000131,34400,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.07
"367",148002934,75000,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.34
"368",138009110,34000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.57
"369",139004603,65000,"Yes","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",4
"370",138000935,45000,"Yes","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.89
"371",132007758,40000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.84
"372",150001799,NA,"Yes","Humanities & Social Sciences","Male","Hispanic Non-Puerto-Rican","Seeking employment",2.79
"373",142002399,40000,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.01
"374",138006933,35000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.42
"375",138003956,35000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.34
"376",125001015,46000,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.66
"377",148006240,47000,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.86
"378",138004560,3000,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.79
"379",139002988,75000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.16
"380",139002626,NA,"No","Humanities & Social Sciences","Male","Asian or Pacific Islander","Seeking employment",3.85
"381",140007832,NA,"Yes","Humanities & Social Sciences","Male","Asian or Pacific Islander","Seeking employment",3.88
"382",86009939,35000,"No","Humanities & Social Sciences","Male","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.41
"383",138009924,16000,"No","Humanities & Social Sciences","Female","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.78
"384",139003663,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3.38
"385",141000498,50000,"No","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.21
"386",138009072,42000,"Yes","Humanities & Social Sciences","Male","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.64
"387",133000252,26000,"No","Humanities & Social Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.08
"388",139002674,25000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.54
"389",127006448,50000,"No","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.31
"390",149000785,24000,"Yes","Humanities & Social Sciences","Male","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.79
"391",140005457,NA,"No","Humanities & Social Sciences","Male","Black Non-Hispanic","Seeking employment",3.49
"392",139005415,20000,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.44
"393",134007276,17000,"Yes","Humanities & Social Sciences","Male","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.03
"394",57005590,90000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.85
"395",141007456,NA,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.21
